year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse78cg270099,nv,35.0,70844.0,black,black,unique autos,23200.0,24750.0,Fri Feb 13 2015 03:45:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4eexdc118030,fl,43.0,12337.0,black,black,world omni financial corporation,14150.0,15100.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
1999,Honda,Civic,DX,Coupe,,1hgej6228xl054998,fl,2.0,147794.0,silver,gray,first quality auto sales inc,1050.0,800.0,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
2013,Hyundai,Sonata,GLS,sedan,automatic,5npeb4ac5dh774317,fl,37.0,6255.0,black,beige,hyundai motor finance,13450.0,13000.0,Thu Jun 18 2015 02:45:00 GMT-0700 (PDT)
2009,Chevrolet,Silverado 2500HD,Work Truck,Regular Cab,automatic,1gchk44k39f129702,fl,36.0,51441.0,white,gray,northeast credit union,14900.0,15100.0,Wed Jan 28 2015 07:35:00 GMT-0800 (PST)
2007,Ford,Five Hundred,Limited,Sedan,automatic,1fahp25177g136158,nv,23.0,77468.0,black,black,great lakes fleet lease,5125.0,4500.0,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2009,Mazda,MX-5 Miata,Grand Touring,Convertible,automatic,jm1nc25f190200209,mo,19.0,67989.0,red,black,meridian remarketing,8275.0,8300.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er391725,pa,3.0,20671.0,gold,black,enterprise holdings/gdp,16950.0,16400.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2008,GMC,Yukon,SLE,SUV,automatic,1gkfk13038j214562,mi,43.0,92829.0,gray,black,grace motors,17000.0,16900.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2012,Hyundai,Accent,SE,Hatchback,manual,kmhcu5ae2cu023264,nj,19.0,58596.0,gray,black,wells fargo dealer services,7650.0,5400.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500,LTZ,Extended Cab,automatic,1gcek19j17z626633,nj,29.0,68682.0,beige,black,woodbridge auto sales,15600.0,17200.0,Wed Feb 25 2015 01:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er317260,il,4.0,29526.0,black,black,pv holding inc/gdp,18350.0,18600.0,Tue Feb 17 2015 02:15:00 GMT-0800 (PST)
2012,Nissan,Versa,1.6 S,Sedan,,3n1cn7ap7cl836420,fl,2.0,57794.0,white,black,enterprise vehicle exchange / rental / tulsa,7125.0,7400.0,Fri Feb 06 2015 01:25:00 GMT-0800 (PST)
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp3dc402933,ca,47.0,18609.0,—,gray,nissan-infiniti lt,13550.0,13750.0,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl8eda47714,tx,37.0,10845.0,white,gray,ford motor credit company,25400.0,25000.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,,5npdh4ae6dh273559,pa,4.0,20253.0,white,beige,hyundai motor finance,12100.0,12000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Toyota,Camry,LE,Sedan,,4t4bf1fk2cr205307,nj,27.0,27063.0,black,gray,lester glenn buick,13450.0,13300.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
1999,Toyota,Corolla,VE,sedan,automatic,1nxbr12e7xz142843,fl,19.0,171517.0,white,gray,autonation chevrolet doral,1000.0,400.0,Tue Jun 16 2015 12:05:00 GMT-0700 (PDT)
2005,Ford,F-150,STX,supercab,,1ftpx04555kd20670,nc,25.0,176226.0,black,black,atlantic coast remarketing inc/das,4250.0,8300.0,Mon Jun 01 2015 02:30:00 GMT-0700 (PDT)
2012,Chevrolet,Equinox,LT,SUV,,2gnfleek1c6199913,pa,43.0,38653.0,silver,black,fiserv/usb dealer services northstar exchange,16300.0,15800.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,2LT,sedan,automatic,1g1pe5sb5d7327141,co,44.0,49122.0,gold,black,the hertz corporation,10200.0,10900.0,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh729854,ca,34.0,52508.0,silver,gray,avis rac/san leandro,11500.0,12200.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,automatic,jtegd21ax30063550,ca,22.0,176276.0,silver,gray,aaero sweet company,6450.0,8300.0,Wed Dec 31 2014 11:30:00 GMT-0800 (PST)
2015,Scion,FR-S,Base,Coupe,manual,jf1znaa17f9707158,ga,47.0,4152.0,blue,black,world omni financial corporation,20900.0,20900.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2011,Audi,A5,2.0T Premium quattro,Coupe,,waulfafr3ba021233,pa,4.0,89952.0,silver,black,charles & son auto sls inc,17600.0,17500.0,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et8cfb97115,mi,31.0,72403.0,gray,gray,stratford hyundai,22800.0,20500.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2002,Lincoln,Town Car,Signature,Sedan,automatic,1lnhm82w92y644300,ga,19.0,152025.0,blue,tan,automobile acceptance corp,1525.0,1400.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7rb1gp2as193628,tx,19.0,162946.0,white,black,mobilease,7325.0,6900.0,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Crew Cab,,3gcukreh5eg394211,nc,5.0,22511.0,gray,black,medlin buick gmc mazda,27600.0,28300.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2012,Ford,Expedition,Limited,SUV,automatic,1fmju2a52cef58238,pa,43.0,26891.0,gray,beige,adcock brothers inc,32600.0,33100.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6er317140,fl,39.0,12344.0,black,black,mercedes benz of ft lauderdale,26600.0,22800.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2014,Honda,Civic,LX,Sedan,automatic,19xfb2f54ee201773,ca,5.0,5851.0,white,beige,ahfc/honda lease trust/hvt  inc.,15350.0,16400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LT3,Crew Cab,automatic,2gcec13t161124980,nv,2.0,77769.0,white,—,automotive remarketing inc,11650.0,11100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2009,Dodge,Ram Pickup 3500,ST,Quad Cab,automatic,3d7mx38l59g530539,tx,27.0,75045.0,black,tan,allen samuels chrysler dodge jeep ram,24200.0,24000.0,Wed Jan 21 2015 01:15:00 GMT-0800 (PST)
2007,Ford,Edge,SEL Plus,SUV,automatic,2fmdk39c97bb49795,mo,24.0,88194.0,black,black,erwin enterprises inc,9350.0,10300.0,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
2012,Volkswagen,Passat,V6 SEL Premium,Sedan,automatic,1vwcm7a33cc010766,ca,25.0,36666.0,—,black,volkswagen credit inc/sc,16450.0,16000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2007,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a4fy58b47t523664,fl,19.0,119018.0,white,gray,branford motor 1,2250.0,1600.0,Fri Feb 20 2015 02:20:00 GMT-0800 (PST)
2011,Mitsubishi,Galant,ES,Sedan,,4a32b3ffxbe014877,pa,32.0,50822.0,white,black,mmca  inc,8000.0,10600.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2009,Kia,Rio,LX,Sedan,manual,knade223296567596,fl,37.0,98187.0,blue,black,regional acceptance corporation / greenville,3075.0,2700.0,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
2011,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gys3eejxbr155517,ca,28.0,40094.0,black,black,fiserv/usb dealer services northstar exchange,32300.0,31000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2008,Ford,Focus,SE,Coupe,automatic,1fahp33n28w165912,nc,28.0,228317.0,silver,gray,hendrick kia of cary,1550.0,1400.0,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a71eg346599,nv,45.0,9537.0,burgundy,beige,kia motors america  inc,15550.0,16600.0,Fri Mar 06 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Flex,SE,Wagon,automatic,2fmgk5b83dbd35021,il,46.0,15438.0,silver,gray,ford motor credit company llc,19550.0,21900.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2004,Ford,Taurus,SE,Sedan,automatic,1fafp53u94a137526,fl,2.0,79803.0,white,gray,d&a fine cars,2150.0,2500.0,Fri Feb 27 2015 01:25:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,,5npeb4ac0ch436869,pa,42.0,41277.0,silver,gray,hyundai motor finance,11400.0,11700.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2008,Lexus,GS 350,Base,Sedan,automatic,jthbe96s480040535,fl,25.0,68945.0,gray,gray,zimmerman auto brokers inc,16650.0,15800.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Audi,A3,2.0T PZEV Premium,Wagon,automatic,waukeafm7ca025256,ca,41.0,49199.0,white,black,volkswagen credit inc/sc,16700.0,18500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,3gnal2ekxes642413,sc,2.0,29859.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,14000.0,7100.0,Thu Mar 05 2015 00:30:00 GMT-0800 (PST)
2004,Pontiac,Vibe,Base,Wagon,automatic,5y2sl62824z417644,nc,23.0,158002.0,gray,beige,crossroads ford lincoln of sanford inc,2725.0,2400.0,Mon Jan 19 2015 01:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh369481,ga,35.0,46142.0,silver,gray,enterprise veh exchange/rental,10800.0,11400.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jcxdbb45245,ca,47.0,11890.0,white,beige,ford motor credit company llc pd,24300.0,26200.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2004,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16z94g261216,wi,21.0,109653.0,gray,gray,remarketing by ge/rock valley credit union,6675.0,5100.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2012,Nissan,370Z,Base,Convertible,automatic,jn1az4fhxcm370385,az,46.0,16969.0,gray,black,earnhardt,24700.0,24800.0,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2004,MINI,Cooper,Base,Hatchback,automatic,wmwrc33484tj60899,ca,43.0,121268.0,silver,black,billion dodge chrysler jeep,3000.0,4100.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,extended cab,automatic,1gcrkse35bz295952,mi,36.0,58922.0,blue,black,runde chevrolet inc,21200.0,17500.0,Tue Jun 30 2015 06:30:00 GMT-0700 (PDT)
2012,Buick,Verano,Convenience Group 2,sedan,automatic,1g4pr5sk0c4196501,mi,45.0,10930.0,white,gray,gm financial leasing,15100.0,15100.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k94er279046,fl,45.0,17005.0,—,black,avis budget group,20000.0,21100.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2008,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12518fb99662,ca,5.0,112591.0,gold,beige,high bid trading co inc,9450.0,13000.0,Wed Feb 04 2015 04:15:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc843911,ca,45.0,33577.0,—,black,nissan-infiniti lt,17000.0,19250.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2004,Lexus,IS 300,Base,Sedan,automatic,jthbd192740083423,mo,28.0,248553.0,blue,black,plaza motor company,1750.0,2200.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2007,Chevrolet,Tahoe,LT,suv,automatic,1gnfk13067j393598,pa,36.0,91111.0,blue,black,royal coast auto inc,17800.0,17700.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2002,Ford,F-250 Super Duty,XL,SuperCab,,1ftnx20f52eb47924,ca,22.0,149065.0,white,gray,ge fleet services for itself/servicer,3525.0,5600.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2010,Ford,Escape,Limited,SUV,automatic,1fmcu9e71aka85816,nc,2.0,154962.0,black,black,dt credit corporation,5875.0,7200.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5ek4b1283449,md,27.0,57868.0,silver,gray,all car leasing inc,8200.0,10200.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2006,Ford,Focus,ZX5 SE,Hatchback,automatic,1fafp37n96w217647,md,32.0,67934.0,burgundy,gray,ford motor credit company llc pd,5050.0,4300.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e07a263173,fl,3.0,114306.0,blue,—,courtesy palm harbor honda,10700.0,11000.0,Thu Feb 05 2015 08:20:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Summit,suv,automatic,1c4rjfjt0ec483169,il,4.0,17552.0,white,brown,fca us llc,38000.0,39100.0,Thu Jun 18 2015 04:00:00 GMT-0700 (PDT)
2011,Cadillac,CTS,Luxury,Sedan,automatic,1g6dg5ey3b0161828,tn,45.0,49111.0,white,tan,wholesale inc # 2,16200.0,18000.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2004,BMW,5 Series,545i,Sedan,automatic,wbanb33544b113370,fl,19.0,134752.0,black,black,grow financial fcu,5450.0,3600.0,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7bm509983,fl,39.0,36374.0,blue,black,nissan infiniti lt,18750.0,16800.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25458a132499,fl,41.0,153118.0,black,beige,auto sails inc,15100.0,16800.0,Tue Feb 24 2015 08:00:00 GMT-0800 (PST)
1998,Ford,F-150,XL,Regular Cab,automatic,1ftzf1720wkb64624,ca,2.0,131145.0,blue,gray,lithia ford lincoln of fresno,2300.0,700.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscce00er177619,tn,41.0,40705.0,black,black,avis corporation,39200.0,38600.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Sahara,suv,manual,1c4ajwbg2cl213663,pa,5.0,33263.0,orange,black,mercedes benz of wilmington,23100.0,20300.0,Fri Jun 12 2015 02:15:00 GMT-0700 (PDT)
2012,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvp2bg6ch682288,la,49.0,51048.0,red,tan,american auto brokers inc,33000.0,30800.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87x59b429958,pa,44.0,39039.0,gray,beige,r hollenshead auto sales inc,18550.0,19100.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2014,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae1eu601581,ca,1.0,25901.0,gold,gray,enterprise vehicle exchange / tra / rental / tulsa,11000.0,8800.0,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2000,Mercedes-Benz,M-Class,ML320,SUV,automatic,4jgab54exya178629,fl,2.0,91916.0,white,beige,best buy repos inc,3125.0,300.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Mercedes-Benz,SL-Class,SL550,convertible,automatic,wddjk7da8df006440,fl,34.0,26976.0,black,red,mercedes-benz financial services,65000.0,59000.0,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2014,Jeep,Cherokee,Limited,SUV,automatic,1c4pjlds4ew103936,fl,44.0,14621.0,black,gray,american bank auto liquidators,22300.0,24600.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a36d6256410,ca,35.0,45306.0,black,beige,the hertz corporation,8925.0,8500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2006,BMW,5 Series,525xi,Sedan,automatic,wbanf33556cs34734,fl,27.0,115601.0,blue,gray,consolidated asset recovery systems  inc.,6850.0,4700.0,Wed Jan 14 2015 08:45:00 GMT-0800 (PST)
2013,Nissan,Leaf,SL,Hatchback,automatic,1n4az0cp1dc404566,tn,5.0,9597.0,white,gray,lexus of cool springs,14350.0,15000.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,,4t1bf1fk9eu403136,co,44.0,21881.0,gray,gray,toyota motor sales usa inc/program,16150.0,16200.0,Wed Feb 04 2015 04:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4ch406600,nj,45.0,18325.0,red,beige,lester glenn buick,12450.0,11500.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Volvo,XC60,3.2,SUV,automatic,yv4940dl2d2431074,oh,37.0,42443.0,silver,black,avis corporation,20800.0,21700.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2010,Audi,Q5,3.2 Premium quattro,suv,automatic,wa1lkafp6aa053597,nj,48.0,92379.0,white,tan,top line auto inc,16750.0,17600.0,Tue Jun 02 2015 03:15:00 GMT-0700 (PDT)
2011,Honda,Accord,LX,Sedan,automatic,1hgcp2f37ba113285,la,2.0,25329.0,silver,black,jpmorgan chase bank n.a.,11400.0,9600.0,Wed Feb 11 2015 03:00:00 GMT-0800 (PST)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63422dr07343,fl,19.0,172571.0,gray,gray,east coast financial,1775.0,3200.0,Fri Jan 16 2015 01:25:00 GMT-0800 (PST)
2012,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg3ch190322,md,41.0,69124.0,silver,black,exeter finance corp,13350.0,12700.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hr0dr296237,il,49.0,30095.0,white,black,ford motor credit company llc,14550.0,15700.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2010,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ev7afb45633,fl,4.0,60996.0,blue,beige,tdaf remarketing,17250.0,19200.0,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew8eda39039,mo,44.0,4738.0,white,gray,ge fleet services for itself/servicer,21100.0,21800.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ef3cfc18928,tn,35.0,45105.0,—,black,ford motor credit company llc,21600.0,20600.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2010,Chevrolet,Cobalt,LT,Sedan,automatic,1g1af5f54a7226711,ca,,92410.0,white,—,arrowhead auto group inc,4775.0,6100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Ram Pickup 3500,SLT,Quad Cab,automatic,3d7mx38a28g110573,ut,25.0,159867.0,red,gray,auto focus inc,17300.0,14500.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag7cc189672,wi,34.0,43003.0,blue,gray,fiserv/usb dealer services northstar exchange,22300.0,23200.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek2br205996,mo,19.0,32502.0,white,gray,toyota financial services,11650.0,10200.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2010,Ford,Expedition,Limited,SUV,automatic,1fmju2a54aeb71705,ga,44.0,69360.0,black,black,ford-lincoln dealer program,20800.0,24500.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5s98b7292699,mo,44.0,86968.0,white,red,exeter finance corp,7300.0,8100.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2009,Mercury,Sable,Base,sedan,automatic,1mehm40w59g619683,fl,25.0,160835.0,blue,gray,nicholas financial inc/clearwater,1675.0,3000.0,Thu Jun 04 2015 08:00:00 GMT-0700 (PDT)
2001,Volvo,S60,2.4,Sedan,automatic,yv1rs61r412087466,ca,25.0,162912.0,white,gray,california auto finance,1400.0,950.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Durango,Crew,SUV,automatic,1c4rdjdg4dc653833,mn,39.0,44182.0,red,black,avis corporation,24300.0,25000.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2005,Nissan,Xterra,S,SUV,,5n1an08u65c607826,fl,37.0,125107.0,black,beige,mid atlantic finance/clearwater,4725.0,5300.0,Thu Feb 19 2015 15:00:00 GMT-0800 (PST)
2002,Jaguar,X-Type,2.5,Sedan,automatic,sajea51d52xc35137,ca,33.0,116307.0,silver,black,kearny pearson kia,2075.0,1600.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc139147,ca,39.0,26391.0,white,black,nissan-infiniti lt,12200.0,13500.0,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh793997,mn,48.0,23322.0,burgundy,tan,exeter finance corp,13100.0,13600.0,Thu Jan 15 2015 02:45:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d82dgc14026,co,43.0,25346.0,silver,black,ford motor credit company llc pd,28800.0,30300.0,Wed Feb 18 2015 03:00:00 GMT-0800 (PST)
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sl2ef274050,nv,48.0,5173.0,white,black,gm financial,15650.0,19400.0,Fri Feb 13 2015 04:00:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba4cc077733,fl,36.0,28290.0,black,beige,lexus financial services,27400.0,26000.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2003,,,,,automatic,1d4gp24373b285639,ca,19.0,99325.0,green,beige,tdaf remarketing,2050.0,4000.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,minivan,automatic,2d4rn5d15ar107385,va,19.0,85256.0,red,black,gm financial,7700.0,7700.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2013,Mitsubishi,Outlander Sport,ES,SUV,,4a4ar3au4de009332,pa,44.0,24525.0,silver,black,mmca  inc,12650.0,13100.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2008,Nissan,Titan,SE,King Cab,,1n6aa06f48n318275,pa,36.0,59473.0,silver,gray,beasley ford lincoln,13650.0,13400.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e79ckc16943,il,28.0,44674.0,blue,black,ford motor credit company llc,15500.0,15000.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,,2hgfb2f50ch551369,nc,43.0,24605.0,blue,gray,medlin buick gmc mazda,11300.0,11800.0,Tue Feb 24 2015 09:15:00 GMT-0800 (PST)
2011,Dodge,Avenger,Express,Sedan,automatic,1b3bd4fb9bn588310,tn,21.0,67392.0,silver,black,manheim nashville,7350.0,4700.0,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e47cu122668,in,41.0,82413.0,silver,black,ge fleet services for itself/servicer,10100.0,9000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Versa,1.8 S,Hatchback,,3n1bc1cp9bl504568,ca,19.0,64887.0,black,black,lithia nissan of fresno,6625.0,6000.0,Thu Feb 26 2015 05:00:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,automatic,1fahp3h28cl455340,md,45.0,59556.0,silver,black,dtg operations inc,8875.0,8800.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2009,Audi,A4,2.0T,Convertible,automatic,wauaf48h59k010784,tn,36.0,58641.0,—,tan,sullivan auto group llc,12400.0,14900.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2012,Chevrolet,Equinox,LS,SUV,,2gnalbek0c1265924,pa,27.0,43417.0,gray,black,merrick preowned,13700.0,13800.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
2010,Ford,Mustang,V6,Coupe,automatic,1zvbp8an9a5127523,tn,29.0,38506.0,—,black,exeter finance corp,11900.0,14800.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2010,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdkk4cc2as336506,ca,19.0,443236.0,white,gray,i auto sales inc,3450.0,4800.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2008,Ford,Edge,Limited,suv,,2fmdk39c48ba00714,ms,33.0,165764.0,white,tan,ford motor credit company llc,5750.0,4000.0,Thu Jun 04 2015 05:03:00 GMT-0700 (PDT)
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e46c803382,ny,2.0,107716.0,beige,tan,manheim new york,4850.0,1000.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LS,sedan,automatic,2g1wb58k569170739,ms,2.0,176250.0,brown,tan,select remarketing group llc/midwest title loans,1925.0,900.0,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc218077,ca,37.0,32378.0,white,black,nissan motor acceptance corporation,13550.0,13250.0,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap8cc823777,fl,46.0,15004.0,brown,tan,nissan-infiniti lt,18500.0,18000.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2014,Honda,Civic,LX,Sedan,automatic,19xfb2f59ee202952,pa,19.0,8414.0,black,black,ahfc/honda lease trust/hvt  inc.,14850.0,13100.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Edge,Limited,SUV,automatic,2fmdk4kcxeba26875,mo,39.0,37872.0,white,black,ars/avis budget group,24700.0,24700.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
